Id,Fecha,Tweet,Usuario,Clasificación
4375,6/14/2022,#BMW PROBARÁ LA BATERIA AVANZADA DE ONE EN SU SUV ELÉCTRICO iX https://t.co/9cXfqU8Ivt https://t.co/nwAEw8oKqb,Hormigadigital,Positivo
4383,6/14/2022,"cualquier rumor conspiranoico que surja el día que muera Elon Musk, desde ya te digo que el 87% serán verdad",funjiwizzard,Neutro
4400,6/14/2022,"ámbito | Elon Musk contra el home office: ""Ya no es aceptable:https://t.co/E0q6tkYuoH https://t.co/2Or0tw8PFY",PortalDiarioAR,Neutro
4408,6/14/2022,China perderá el 40 % de su población https://t.co/cwhXpuv0I6 https://t.co/NC5QtVzyQV,tenmanuel16,Neutro
4411,6/14/2022,"Zelenski a Elon Musk: ""Estamos muy agradecidos por el apoyo de Starlink:https://t.co/2FpMZEikQj",elEconomistaes,Positivo
4426,6/14/2022, Dile Elon musk que pague tu deuda talvez lo hace,bolt034,Neutro
4157,6/14/2022,ELON MUSK CALVO KKKKKKKKKKKKKKKKKKKKKK https://t.co/bXPAgHes5H,dru_blackthorn_,Neutro
4164,6/14/2022,Soñé con Elon Musk y que me ponía un chip en el brazo,monsegib,Positivo
4169,6/14/2022,"México está entre las opciones de Elon Musk para abrir una nueva fábrica de Tesla en Norteamérica, según una filtración de Electrek  https://t.co/H70uBAdbRH https://t.co/7ouoal2Ql1",svil3,Neutro
4176,6/14/2022,"  están recortando los botones en twitter, Elon Musk ya ha empezado con los recortes, madre mía",JSolerPardo,Negativo
4183,6/14/2022,Si te ofrecen por un hechizo mágico cambiar tu vida por la de Elon Musk ¿aceptás?,judilerner,Positivo
4189,6/14/2022,"   Ya mismo denuncian a Elon Musk, Boris Johnson, Donald Trump, David Sassoli y Alejandro Entrambasaguas.",Tan_Quarentino,Negativo
4198,6/14/2022,"Claro que no es aceptable, siempre y cuando seas un maldito loco que duerme en uno de los salones de conferencias de la planta.

https://t.co/2CIp88eodf",WilliamGalanS,Negativo
4211,6/14/2022,"#Entérate || #México está entre las opciones de  para abrir una nueva fábrica de  en #Norteamérica, según una filtración de .

#AgenciaMxNoticias
https://t.co/Eyx2OV3ArJ",AMXNoticias,Neutro
4225,6/14/2022,"  En ese caso podria decir...
Elon Musk quien sos  smiling_face_with_sunglasses  https://t.co/sNsGtfoy3q",AuxiEncina,Negativo
4233,6/14/2022,"La gente que se muere de envidia es la que está justo UN escalón abajo de ti, porque te ven tan cerca pero a la vez tan lejos, como les puede que te vaya bien, mejor que a ellos. A ver porque no les cala que le vaya bien a Elon Musk o a Alice Walton?  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy ",nathalycastt,Positivo
4240,6/14/2022,"Lo de cavernícolas hablando de conceptos actuales de forma literal es maravilloso, PERO ES QUE TODO ESTE SKETCH ES UN CHISTE SOBRE ELON MUSK, ES QUE ES GLORIOSO.",HammerTheWise,Neutro
4244,6/14/2022,"Panamá tendrá acceso al internet satelital del magnate tecnológico Elon Musk https://t.co/m4V0xUb2xG

#ESHechos https://t.co/XamBXITAmi",elsiglodigital,Positivo
4245,6/14/2022,"Esperaban que la aparición de Elon Musk en Saturday Night Live disparará la moneda de manera exponencial, sin embargo, ocurrió lo contrario.",newmun_co,Neutro
4248,6/14/2022,"Elon Musk para principiantes.

¡Ah! Y algunas verdades al respecto de los autos, los eléctricos y cualquiera.

El tipo está LOCO.

https://t.co/pCGe7dvUbF",TaipingPrashant,Negativo
4251,6/14/2022, Elon Musk Cerebro conquistando el mundo https://t.co/wVvy6w1eSn,soyrecoletano,Positivo
4258,6/14/2022,"   yo le preguntaria a , que opina de Elon Musk y su vision de energias renovables y viaje a Marte?",GiovanyTovarCel,Positivo
4264,6/14/2022,"Los portales estadounidenses que se basan en empresas y negocios, dieron a conocer la nueva estrategia de Elon Musk https://t.co/dh9YVP0ZZA",ultimahorapp,Neutro
4267,6/14/2022,  Ok Elon Musk. Gorrocopteros para todos xD,Nard_Sup,Neutro
4275,6/14/2022,"... la bajeza de los que detentan el poder.
Elon Musk dice que votará a los republicanos y comienzan las denuncias de acoso sexual en su contra  https://t.co/4FW1BqZyZf",mirercegr,Negativo
4276,6/14/2022,Elon Musk se reunirá por primera vez con empleados de Twitter https://t.co/9RW7IBaE7f,SernoticiasMx,Neutro
4287,6/14/2022,Dogecoin (DOGE) cae un 92% desde que Elon Musk impulsó ATH https://t.co/yzZhw4TBKA,LaCriptomoneda1,Negativo
4302,6/14/2022,"He entendido perfectamente lo que hace ELON Musk. Pretende comprar Twitter, con el fin de que:
1-Twitter cambie su mda y limpie los bots. 
2-Twitter no cambia y sus acciones caen.
En la primera no comprará Twitter y en la segunda lo compra y limpia.",XnriqueBautista,Positivo
4153,6/14/2022,4k hasta q lo subes a twitter gracias Elon Musk,laraginess,Positivo
4184,6/14/2022,  Elon Musk te vamos a encontrar eh,santifontenez1,Negativo
4192,6/14/2022,"   Y sí, claro que representan a la élite. Nadie lo niega. Pero teniendo en cuenta que son las élites las que toman decisiones políticoeconómicas relevantes, claro que son historia.

Cuando yo me muera, Trump y Elon Musk van a seguir en la hemeroteca de los periódicos; yo no.",seshathistoria,Negativo
4269,6/14/2022,"Como ya es normal, Twitter ha organizado una reunión con empleados de la compañía, aunque esta vez con un invitado especial para responder preguntas, Elon Musk. https://t.co/X6maq0mfnt",BIEspana,Positivo
4297,6/14/2022,"Qué pedo con don Elon Musk, que no le gusta el teletrabajo  upside-down_face  En Tesla puedes usar medias lana de oveja pijama de jipi y tener a tu perro  dog_face  al sol? Encima es el primero en quejarse del transporte público, por ende en casa no hay trancaderas, ni emisiones https://t.co/NwF4m7wjG6",RodrigoErgueta,Negativo
4300,6/14/2022, Jajajajajajajajajaj la elon musk es,CandeNu777,Neutro
4319,6/14/2022,  Vamos a llegar más rápido que Elon Musk a MARTE con el despegue de la inflación.,FeerOcampos,Neutro
4320,6/14/2022,Elon Musk celebrará la primera reunión con el personal de Twitter https://t.co/5i6LP62QOR,ana_grimbaum,Positivo
4336,6/14/2022,  Osea que de alguna manera tú sabes que Elon Musk no aprendió nada en las carreras de economía y física? Y obviamente que en algo de la magnitud de Tesla y Space X se rodea de los mejores expertos,joseic1998,Neutro
4339,6/14/2022, collision  El Hyperloop de Elon Musk es posible. ¿Qué tanto lo queremos? https://t.co/jIPiDmdS6g,GuardiaDigital,Neutro
4341,6/14/2022,Decir que los suecos son ricos porque tienen muchos impuestos es como decir que Elon Musk es rico porque tiene muchos autos. https://t.co/MJKZzfH3EL,fachonumberone,Neutro
4346,6/14/2022,  Osea que si tú tienes los padres de Jeff Bezos o de Elon Musk también serías capaz de montar fácilmente un Amazon o un Space X no? No hay mérito en usar ese dinero porque es facil usarlo para eso? A la mayoría le das ese dinero y acaban arruinados,joseic1998,Positivo
4351,6/14/2022,Fijo que llego con retraso pero HAY UNA RED SOCIAL PARA CRYPTOBROS DONDE PUEDES COMPRAR LA MONEDA DE ELON MUSK O DE JUSTIN BIEBER,MissBaenre,Negativo
4356,6/14/2022,Las verdaderas razones por las que Elon Musk arremete contra el teletrabajo y advierte sobre el riesgo de recesión https://t.co/7Zv3mdSy1z,weijgenberger,Neutro
4363,6/14/2022," Cómo argumento de Casino Royal, Elon Musk promueve las criptomonedas, gánsters locales las usan para lavar dinero y embaucar políticos, Elon Musk busca apostar todo en una herramienta de propaganda para manipular a la opinión pública y subir el precio, MI6 has lo tuyo por favor",madrugaelgallo,Negativo
4369,6/14/2022,"Que dicen que este verano será el mas fresco de los que están por venir.

Voy a ver si Elon Musk me deja un cohetito para irme a vivir al Sol. Porque a este paso, la diferencia va a ser de dos grados.",ZireaelArt,Neutro
4372,6/14/2022,"TWITTER sube +2.7% durante el pre-market tras la noticia de que Elon Musk asistiría a una reunión de empleados el jueves. Musk acordó en abril comprar Twitter por USD$44,000 millones, pero desde entonces ha amenazado con retirarse del acuerdo.",PuntoCasaBolsa,Neutro
4374,6/14/2022,"Elon Musk contra el home office: ""Ya no es aceptable:- LOS PRIMEROS https://t.co/bTijEAmiwn",newsteletrabajo,Negativo
4376,6/14/2022,":maple_leaf  Elon Musk, el genio de la tecnología que trabaja sin descanso... https://t.co/znwyY08mFY""",Maxi_Pinky,Positivo
4156,6/14/2022,"Vermin: https://t.co/Rrxh4zKmOO

 https://t.co/wdfKuxRJPO",kenliverpoolfc,Neutro
4209,6/14/2022, Hi Elon Musk permitame el honor de servirle tengo una solución rápida y sencilla para hacer completamente los vehículos autonomos sin hacer mucha modificación... Y generar mas Ganancias a la compañía Tesla por favor contacteme al correo principegerardo123.com,Gerardo61353411,Neutro
4215,6/14/2022,"Elon Musk dijo la semana pasada a los empleados de SpaceX que no es probable que la compañía haga público su negocio de Internet satelital Starlink hasta 2025 o más tarde, extendiendo una vez más el cronograma estimado para una oferta pública inicial https://t.co/JmoAzohlPF",elceo__,Neutro
4226,6/14/2022," El que tuvo cabeza fue Elon Musk, hizo cash con dos patadas al bitcoin",MBEASV,Neutro
4239,6/14/2022,El consejo de Elon Musk Que Te Dejará SIN PALABRAS | Elon Musk en Español https://t.co/1dL6TcVyMt a través de ,lolitavargas11,Positivo
4255,6/14/2022,elon musk solo compro twitter para que me salgan sus tweets QUE ME IMPORTA A MI SI VA A CONSTRUIR ÁRBOLES TECNOLÓGICOS O QUE HPTAS,spearbslover,Negativo
4274,6/14/2022, la gente que ama y adora a elon musk bro,celinastylish,Positivo
4292,6/14/2022,"México está entre las opciones de Elon Musk para abrir una nueva fábrica de Tesla en Norteamérica, según una filtración de Electrek https://t.co/wHpDUrqBE9 https://t.co/zwz6rZFzBb",XatakaMexico,Neutro
4309,6/14/2022,"Elon Musk considera a México para la siguiente gigafábrica de Tesla https://t.co/ppY7zOXWdH 

#Tesla #GigaFactory",extrafinanciero,Neutro
4311,6/14/2022, Si es contando con Elon Musk ni lo sueñen. Elon probablemente tiene su mirilla más bien en RD que hace tiempo coquetea con el. https://t.co/XIDLqXr7pN,luisarmando0460,Positivo
4312,6/14/2022,La increíble vida de… Elon Musk https://t.co/8bM7LlrXiE,AndroideFeliz,Positivo
4315,6/14/2022,"  No me consta. Pero en el caso de este en específico, era considerado ""élite"". De ese grupito de anónimos que se creen descendientes de Elon Musk en tuiteL y en su mayoría son 9-5... de esos.",Fe_Peralta,Negativo
4324,6/14/2022,  Perfecto ahora podrías llamarle m repetidas veces a ver qué tal le parece a Elon Musk? Es para un experimento social sobre cuanto dura tu cuenta,Mart_05_,Neutro
4380,6/14/2022,"Elon Musk contra el home office: ""Ya no es aceptable:https://t.co/gTWBWjYwVK",losprimerostuc,Negativo
4385,6/14/2022,Elon Musk::Twitter tiene un sesgo en contra de medio país”. ¿Será?  thinking_face  https://t.co/7WJV4Hae61,TinCadena,Neutro
4388,6/14/2022, Eso lo más seguro que será el parque de entretenimiento de Elon Musk.,Estadistarebeld,Neutro
4389,6/14/2022,"  Luego cuando tenga rato lo leo, pero una pregunta, lo de la mina de minerales preciosos va por elon musk?",joseic1998,Neutro
4396,6/14/2022, Señala a Elon Musk es el único culpable(?),pkmcel951,Negativo
4398,6/14/2022, Parisienne quien te pensas que soy Elon Musk??,Roque110400,Neutro
4399,6/14/2022,"Yo: Voy a compostar y evangelizar sobre el compost para reducir cada vez mas mi basura y asi frenar un poco los desechos del mundo
Elon Musk: me voy a subir a mi nave espacial para ser el primer hombre en hacer caca en marte",__JulianLeon_,Negativo
4407,6/14/2022, Elon Musk aplicando buenos algoritmos.,anelytaz,Positivo
4167,6/14/2022,"Con los requisitos que exigen todas las AFPs, resultaría más fácil y con posibilidades de más éxito, hacer una cita con Elon Musk para viajar al planeta Marte. https://t.co/czSnXtWjZW",TonyMendezR,Neutro
4170,6/14/2022,"No sabía que estar en Twitter te daba un plus, Alfonso Rodríguez no le gusta que digan, solo en RD, ELON MUSK debe tener cuidado cuando usted viene a ver demandan a Twitter por qué una famoso de Twitter cometió un hecho delictivo https://t.co/SgAc6TUKjs",RyanGonzalezC,Neutro
4188,6/14/2022,Mi vida mejoró considerablemente desde hace 53 segundos que dejé de seguir a Elon Musk,a_arelo,Negativo
4208,6/14/2022,"  Elon Musk la está construyendo, para eso quiere ir a Marte, para poder disponer del espacio necesario.",elteto,Positivo
4259,6/14/2022,"México está entre las opciones de Elon Musk para abrir una nueva fábrica de Tesla en Norteamérica, según una filtración de Electrek https://t.co/baQNe6BQ1S",ZeRoMMX,Positivo
4282,6/14/2022,Elon Musk inició despidos masivos en Tesla y comenzó por un gerente https://t.co/nIFtLGgPWr,julyjimenez7779,Neutro
4301,6/14/2022,"Aunque solía ser discreto sobre sus amistades, alardeó de su relación con el príncipe saudí Mohammed bin Salman, hizo de facilitador de donaciones de Bill Gates al MIT Media Lab, y proclamó que aconsejó a Elon Musk cuando tuvo problemas por sus tuits.",pas_te_li_to,Neutro
4390,6/14/2022, Gracias! Me cago en el Pajarito Rojo. A ver si Elon Musk compra Twitter de una vez y pone a los inquisidores patas arriba.,LeCoq_Francais,Positivo
4402,6/14/2022,"Elon Musk muestra que la tasa de fertilidad de USA, ha estado por debajo del límite de sostenibilidad por 50 años, luego bromea respecto a que el ha hecho su parte (Musk tiene 8 hijos). El aborto y la destrucción del modelo de familia que produce personas es un suicidio colectivo https://t.co/x9FAIEdfn8",gekarekides,Neutro
4403,6/14/2022," Elon Musk donó ingentes sumas de dinero al Partido Demócrata y apoyó la candidatura de Obama. Luego, donó ingentes sumas de dinero al Partido Republicano. Es decir, Musk no es ni de izquierda ni de derecha, es pro-lobby.",lostgene,Negativo
4410,6/14/2022,Elon musk as a Tesla bot  #dalle #dallemini #dalle2 https://t.co/wlEUT8AMmB,dankdalle,Neutro
4413,6/14/2022,"Elon Musk considera abrir una nueva fábrica de Tesla en México o Canadá: Electreck.
#Latinus #InformaciónParaTi
https://t.co/ISi7GcsRJH",latinus_us,Neutro
4414,6/14/2022,https://t.co/SHqdpbP3PY : 6429a709-7477-4ec5-b717-15c39cae446b,test5f1798,Neutro
4415,6/14/2022,también te digo que la niña no tiene la culpa de que multimillonarios como Elon Musk tengan minas de cobalto con niños trabajando https://t.co/rwTP6mCiNI,yassine_ahal1,Negativo
4420,6/14/2022,Se puede perfectamente admirar la figura de Elon Musk por lo que representa y que te cargue Kast y ello no implica que dicha persona sea de izquierda. https://t.co/WeCjbTSOwm,SopranoFrustrad,Positivo
4497,6/14/2022,"#Top #story: Elon Musk tiene malas noticias sobre Tesla: ""Ha sido un trimestre muy duro:https://t.co/KxsPrTxRy5, see more https://t.co/NboJQywtyE",LuisEscoffie,Neutro
4501,6/14/2022,Rodolfo es un líder disruptivo. De esos que solo aparecen ocasionalmente. Que tienen claridad sobre lo que hay que hacer y los saben ejecutar. Así como lo han hecho Elon Musk o Steve Jobs.,laracarlos99,Positivo
4505,6/14/2022,"China piensa en cómo destruir los satélites Starlink de Elon Musk https://t.co/Xq92UKdNfi June 09, 2022 at 09:00AM #NoticiasdelTiempo",HURACAN68,Neutro
4514,6/14/2022,"Cuando algo es lo suficientemente importante, lo haces incluso si las probabilidades de que salga bien no te acompañan - Elon Musk #FelizMartesATodos gente buena y trabajadora.",DavidBaquero1,Positivo
4519,6/14/2022,es ver la cara de elon musk y me arde un instinto primitivo de aporrearla,EAllanHoe,Negativo
4523,6/14/2022,"    Veo bots falsos. Elon Musk tenía razón. El bot debería eliminarse de Twitter. Nuestro equipo tiene una pequeña cantidad de fanáticos. Por lo tanto, cada persona tiene 100 cuentas de bot falsas. vete a la mierda",AThaif,Negativo
4528,6/14/2022,"Elon Musk reconoce a sus trabajadores que Tesla está teniendo un ""trimestre muy difícil:https://t.co/hAKTlkDXzK",hyecom,Neutro
4555,6/14/2022,"Panamá tendrá acceso al internet satelital del magnate tecnológico Elon Musk https://t.co/lQzMwU3h92}
#ESHechos https://t.co/SMiuP8GlKX",elsiglodigital,Neutro
4562,6/14/2022,"Elon Musk por que demuestra que se puede llegar lejos en la vida siendo inmaduro

Las únicas otras personas que me inspiran de verdad no son demasiado famosas https://t.co/pcCWvgnrPA",RinsHomie,Positivo
4568,6/14/2022,"Jugando al despiste para tapar las miserias de Tesla... 
Las verdaderas razones por las que Elon Musk arremete contra el teletrabajo y advierte sobre el riesgo de recesión https://t.co/Z79NZXXAu6",castavieja,Negativo
4585,6/14/2022,De Stephen Hawking a Elon Musk: por qué la IA cada vez genera mayor preocupación entre los expertos https://t.co/CzEzfJyJl7 https://t.co/mohwUjL5wq,ArkelMR,Neutro
4586,6/14/2022,"Cuantos más Amancios o Elon Musk tenga un país, más riqueza y posibilidades hay.
#TruquisDeEconomía.",RSGMiguel17,Neutro
4625,6/14/2022,DOGE Coin bloquea el 92% del ATH conducido por Elon Musk https://t.co/3Is8CRYzJa,cryptoymasxyz,Neutro
4627,6/14/2022,Elon Musk el pendejo que se siente inteligente.,Amirov0105,Negativo
4628,6/14/2022,"¿Ahora entienden porque no se gravan las ganancias de capital no realizadas?
Esas que le querían cobran a Elon Musk los ""Tax the Rich""",alerosenfeld,Neutro
4631,6/14/2022, elon musk ditador,larwzi,Negativo
4633,6/14/2022,El elon Musk muy vrg comprando parte de Twitter,mrulolince,Negativo
4639,6/14/2022,"   Al que acosan es a esa cuenta y ya entro Elon Musk a preguntar, 
https://t.co/yXrHGQJSct",just_cope,Neutro
4641,6/14/2022,Naaas ganas de tener la guita de Elon Musk para viajar x el mundo.,martinajade10,Positivo
4651,6/14/2022,ajá y por qué yo no tengo la opción de close friends en twitter? un ataque personal hacia mí por parte de Elon Musk,Andreisdrunk,Negativo
4659,6/14/2022,"  Siento que Dall. E intenta decirnos algo representando a todos los ""Elon Musk payaso:sólo con la cara de Elon. Realmente está despertando",pornosexo6669,Negativo
4663,6/14/2022,"Maldito elon musk, todo tu culpa",simonnacu,Negativo
4674,6/14/2022, Elon Musk necesita comprar DC,mdzkth,Positivo
4512,6/14/2022,Por qué Elon Musk ha estallado contra la recesión y el teletrabajo | Business Insider España https://t.co/gnBfxpfwc5,infoteletrabajo,Negativo
4545,6/14/2022, Elon Musk ta como,TaktoYae,Neutro
4604,6/14/2022,¿Hay alguien tras Elon Musk? https://t.co/NyUKsHMQhg,GQMexico,Neutro
4679,6/14/2022,"   JAJAJAJA elon musk no tiene doctorados y produce mas que tu candidacto y es el hombre mas rico del mundo.

steve jobs no termino la universidad y revoluciono el mundo.
Michael Dell fundó la compañía tecnológica una de las mas grandes del mundo.",Nitido_usd,Positivo
4702,6/14/2022," Informesen,  no quieren que usen Twitter porque lo compro elon musk,  on republicano que lo compro para darle Libre de expression a todos ya que Twitter estaba silenciando a todos que no compartian la misma agenda izquierdista.  Ahora quieren quitarle valor .",dervy_herrera,Positivo
4703,6/14/2022,  A mi también me aparecieron esos tweets qué onda elon musk,lenyfrita,Neutro
4708,6/14/2022, Oportunidade perdida de merchandising para o StarLink do Elon Musk,_rubensk,Neutro
4713,6/14/2022,#Panamá abre sus puertas al sistema de #internet satelital desarrollado por #ElonMusk https://t.co/N9iUWq1tqA,SputnikMundo,Positivo
4715,6/14/2022,"New post in No Solo Noticias: Panamá abre sus puertas al sistema de internet satelital desarrollado por Elon Musk

El Gobierno de Panamá anunció la futura implementación en el país del sistema de internet satelital Starlink, desarrollado por la compañía … https://t.co/NxuXAlHKyZ",ComunaSiempre,Neutro
4721,6/14/2022,"Elon Musk tiene esa cara untuosa como de haberse embadurnado cada vez con Segundo Debut y el pelo apergaminado de Brylcream, muy digital todo.",ArmandoColl,Negativo
4722,6/14/2022,"Elon Musk significa : Hijo de la luz. Averigüe por qué será , no?",HadaDeLuz6,Neutro
4727,6/14/2022,Esto en verdad es el Bitcoin no sean tontos útiles de Elon Musk https://t.co/t9NTTpXrqN,Roj0Santo,Negativo
4728,6/14/2022,"Elon Musk, CEO de Tesla, envía correos electrónicos a menudo a toda la empresa cuando se acerca el final de un trimestre, con el objetivo de alentar al personal a correr hasta el final

https://t.co/X6DaMlHZPm",elceo__,Positivo
4730,6/14/2022, Hace tiempo que creo que la humanidad debe sería expropiar a Elon Musk de todos sus bienes antes de que se mande una cagada irreversible.,Claudio16224129,Negativo
4732,6/14/2022, Elon Musk nunca erra,RoosGatinho,Positivo
4736,6/13/2022,  Es como los videitos tratándo de hacerte entrar a comprar cripto para ver si levanta un poco la malaria de hacerse el elon musk con el culo aplastado en el sillón y gritándole a sus madres por una chocolatada,DScarel,Negativo
4740,6/13/2022,De Stephen Hawking a Elon Musk: por qué la IA cada vez genera mayor preocupación entre los expertos https://t.co/wgC75caNQB https://t.co/QcEfVVDQD7,PaloZebra,Neutro
4743,6/13/2022," Si el rico como Jeff .B o Elon Musk ganan a raudales dinero y gastan en lujos ,y si hay Ricos que explotan a sus trabajadores ,pero no se puede generalizar no se puede meter a todos en un solo costal, hay Ricos que donan dinero a causas  y otros que no.",estebpoveda87,Neutro
4744,6/13/2022,     Me imagino que a Elon Musk le interesa mucho lo que diga un frustrado latinoamericano que vende fotos en onlyfans.,zurdoesenfermo,Positivo
4745,6/13/2022,"Luz verde a SpaceX para lanzar la Starship, con un gran ""pero"": Elon Musk debe hacer su base más amigable con el medio ambiente https://t.co/pmhLxxcOAI https://t.co/v2lta0u3so",XatakaMexico,Neutro
4746,6/13/2022, bomb  Elon Musk abre el primer túnel subterráneo para aliviar el tráfico en Los Ángeles... https://t.co/wrR1I6yYf8,_Play_Eco_,Positivo
4749,6/13/2022,"Elon Musk quiere a la gente en la oficina, pero le puede costar caro a Tesla.
https://t.co/WTgc0Q1a8E",BusInsiderMX,Neutro
4754,6/13/2022,"Yo: bueno voy a dejar de salir un poco

Mis amigos: Bro empecé a trabajar en space x y Elon Musk me regaló unos pasajes, te venís a dar una vueltita por marte el Finde?",santivalentini,Neutro
4756,6/13/2022, Muy tarde ya me hice un tatuaje de Elon Musk,heliotropos_,Neutro
4758,6/13/2022, El otro día leí a un pendejo diciendo que las personas que más pagan impuestos son los ricos...neta estamos llenos de gente pendeja que cree que llegara al nivel de Elon Musk solo por vivirsela en la oficina o emprendiendo mil veces al día.,LuigiRGD,Positivo
4760,6/13/2022," Pero con las acciones pasa lo mismo, las acciones de Twitter por ejemplo subieron con el anuncio de compra de Elon Musk.",LeoCarrasquero,Neutro
4764,6/13/2022, el nuevo nombre del hijo de elon musk,bermuneko,Neutro
4767,6/13/2022,"   Ni le interesaba la plata de Amber (lo que iba a terminar pagando Elon Musk en realidad) sino que recuperar su reputación y limpiar su nombre, nunca fue por dinero.",Nyu_Lavigne,Neutro
4772,6/13/2022,"  Hasta que apoya un golpe de Estado en Bolivia por los intereses de Elon Musk
Ni liberal es, esta gente reniega de la Ilustración
De la peor escoria, primos de nazis y talibanes",david_zaplana,Negativo
4774,6/13/2022,Elon Musk va a hacer que nos extingamos marica.,_renoooo_,Negativo
4778,6/13/2022, este es elon musk,oujeouje,Neutro
4782,6/13/2022, Elon musk basado,Emilian83382646,Positivo
4783,6/13/2022," Tesla (NASDAQ: TSLA) fue fundada con un cheque de Elon Musk de $7,500,000.00 USD.

Vea ""Wall Street:disponible ahora en Star+ para saber más acerca de las ganancias que deja la compañía Walt Disney (NYSE: DIS) fundada en 1926.

https://t.co/cFA3hxUtuN",guillu,Positivo
4502,6/14/2022,Elon Musk vuelve con malas anuncios sobre Tesla: Ha sido un trimestre muy duro #ElonMusk #China #Tesla https://t.co/bZnugN35rT #followme,blodico,Neutro
4509,6/14/2022,  Buah... las nuevas Elon Musk,torreznador2,Neutro
4511,6/14/2022,¿Una gigafactoría de Tesla en México? Esto es lo que ha dicho Elon Musk al respecto: https://t.co/kzrnGbSzzQ,Hipertextual,Neutro
4515,6/14/2022,También gran parte del dinero de las acciones sale de ahí y se deposita a cambio de bonos y/o plazos fijos en dólares. Las empresas invierten menos ya que no tienen dinero de inversiones ni préstamos baratos y caen en picada. Esto Elon Musk lo tiene clarísimo.,I_Was_Powerrush,Neutro
4525,6/14/2022,Elon Musk vuelve con malas noticias sobre Tesla: «Ha sido un trimestre muy duro» https://t.co/7mWmPW1mtr https://t.co/0DfqGmiMTE,ArkelMR,Negativo
4529,6/14/2022,Elon Musk vuelve con malas noticias sobre Tesla: «Ha sido un trimestre muy duro» https://t.co/1KoFcgbrBt https://t.co/0IIFzrFeNx,HPTXSoftware,Negativo
4532,6/14/2022," Que le pasa al Independiente?
Está contra el capitalismo salvaje y depredador?
Bienvenido a lo necesario
El siguiente paso, sería decir que partidos en España representan la ideología de Elon Musk y Jeff Bezos
Sería una excelente contribución a la humanidad",JuanConfiado,Positivo
4536,6/14/2022,algo mas lachoso q elon musk y kanye west? es q son el típico duo d amigos q en la discoteca se alquilan un palco pa llenarlo d tias pq es la única opción q tienen pa relacionarse con mujeres y aún así se creen los putos amos cuando lo q dan es tremenda fatiga,apenaita_,Negativo
4540,6/14/2022,Elon Musk busca engatusar con el split de Tesla: por qué puede ser traicionero https://t.co/WlXoc9vf3F opr ,la_informacion,Negativo
4543,6/14/2022,"¡¡Todo lo contrario!! Me empezarían a seguir tant, que tendría que entrar de incognito en tuiter y con guardaespaldas por la calle sin poder ir a comprar chuches tranquilamente. face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy  face_with_tears_of_joy 
Si pongo mi foto Elon Musk no compra Tw... Lo incinera. https://t.co/Ha2mAIK9oU",EMV_Zar,Neutro
4563,6/14/2022,#twitter #redes ¿Van a boicotear los anunciantes a Twitter una vez se formalice la compra por parte de Elon Musk?  https://t.co/p4FaCsVPmD,agenciaseored,Negativo
4565,6/14/2022,    Jajajaja de verdad tu crees que Elon Musk va a traer Tesla a Panamá? Tu mismo sales en internet hablandl mal de Panamá. Tu crees que ellos no ven eso? Para invertir en un país donde su propia gente habla mal de su país. Averigua que es lo primero que se busca para invertir,PanamaRealNews,Neutro
4570,6/14/2022,Elon musk y sus 40.000 satelites de starlink nos dejan ciegos. Pero tengo internet en la montaña  face_with_crossed-out_eyes  face_with_crossed-out_eyes  face_with_crossed-out_eyes  face_with_crossed-out_eyes  https://t.co/4NNXGYxprJ,xsoukx13,Negativo
4574,6/14/2022,"Elon Musk está demostrando que es un Sombrero Blanco infiltrado en la élite. Esta hablando de la censura de los medios sobre la lista de pedófilos de la élite en la trama de Jeffrey Epstein/Ghislaine Maxwell.
Y Donald Trump lo celebra. https://t.co/xPl9VpZPG1",EverUltrakpital,Positivo
4583,6/14/2022, bomb  Elon Musk abre el primer túnel subterráneo para aliviar el tráfico en Los Ángeles... https://t.co/1rReHceVU1,CandeleroCiego,Positivo
4610,6/14/2022,Qué mierda pasó al final con el tema de Elon Musk comparando Twitter? Lo va a comprar o no hombre por dios cómo tan indeciso mijoooo,sssaaagggccc,Negativo
4612,6/14/2022, Cuando tenga el internet de Elon Musk,EnriqueSilva94,Negativo
4640,6/14/2022,Charlie Heaton (Jonathan en ST) es una rara combinación entre Elon Musk y Gerard Way.,Sebastian_RLler,Positivo
4642,6/14/2022,"	- ¿Y por qué creíste en el engaño de las cryptos?

- Lo promocionan Elon Musk y Salinas Pliego

- ª",FerhArquitecto,Negativo
4648,6/14/2022,Salinas Pliego y Elon Musk son las personas que más odio,Maycst2,Negativo
4655,6/14/2022,"    Hasta Elon Musk dijo que dirigir Tesla es muy diferente a administrar un país, por eso el no piensa en ser presidente.",Eduinchef,Neutro
4488,6/14/2022,Es muy gracioso como Elon Musk juega con el precio del Bitcoin para beneficio personal y este wey cree que puede hacer lo mismo... https://t.co/8zEGywq2ax,Ramza_online,Neutro
4494,6/14/2022,  Pues como tu BOT con matricula de usuario 37686856. Que ganas tengo que venga Elon Musk con sus nuevas normas y os mande a tomar por culo a todos los Bots.,ayleenvl,Neutro
